"caseid_new","w2_section","w1_partyid7","w1_ppc10017","w1_ppp20071","w1_ppp20072","w1_ppagecat","w1_ppeducat","w1_ppethm","w1_ppRace_1","w1_ppRace_2","w1_ppRace_3","w1_ppRace_4","w1_ppRace_5","w1_ppRace_6","w1_ppgender","w1_pphhhead","w1_pphouse","w1_ppincimp_cat","w1_ppmarit","w1_ppmsacat","w1_PPREG4","w1_pprent","w1_PPT18OV","w1_ppwork","w1_xlgb","w1_partnership_status","w1_prior_identity_lgb","w1_same_sex_couple","w1_same_sex_couple_gender","w1_q4","w1_q5","w1_q6a","w1_q6b","w1_q9","w1_q10","w1_q11","w1_q12","w1_q14","w1_q16","w1_q17","w1_attraction","w1_identity_all","w1_q23","w1_otherdate_all","w1_married","w1_age_when_met","w1_time_from_met_to_rel","w1_subject_race","w1_partner_mother_yrsed","w1_subject_mother_yrsed","w1_partner_yrsed","w1_subject_yrsed","w1_either_internet_adjusted","w1_smart_phone","w1_children_in_hh"
2590055,1,3,1,2,5,3,4,1,1,0,0,0,0,0,1,1,1,4,1,1,4,1,2,1,2,1,0,0,0,2,0,1,1,35,13,9,4,10,0,1,1,1,3,1,1,34,0.1666259765625,1,12,13,17,20,0,1,1
2590127,1,5,1,-2,6,5,2,1,1,0,0,0,0,0,1,1,1,4,1,1,4,1,3,2,2,1,0,0,0,2,0,1,1,53,9,9,4,10,0,2,1,1,2,1,1,35,0,1,12,13,12,12,0,1,1
2590343,1,3,1,2,4,4,4,1,1,0,0,0,0,0,2,1,1,3,1,1,3,1,2,1,2,1,0,0,0,1,0,1,1,51,12,11,1,9,1,2,1,1,1,1,1,45,0,1,14,12,16,17,1,1,0
2591515,1,2,2,2,6,6,3,1,1,0,0,0,0,0,1,1,1,2,1,1,4,1,1,1,2,1,0,0,0,2,0,1,1,71,9,9,4,9,0,3,1,1,3,1,1,31,0.083251953125,1,12,12,12,13,0,0,0
2591559,0,NA,-2,NA,NA,1,2,1,1,0,0,0,0,0,1,0,3,1,5,1,4,3,2,7,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA,1
2594173,0,6,1,1,4,4,1,1,1,0,0,0,0,0,1,0,1,3,3,1,4,1,2,2,2,2,1,1,1,1,1,1,1,53,9,9,5,4,2,1,5,2,3,1,0,49,0,1,12,7.5,12,10,1,1,0
2595771,1,6,3,2,6,7,1,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,2,5,2,1,0,0,0,2,0,1,1,84,9,4,7,4,3,1,1,1,1,1,1,18,0.0833740234375,1,7.5,7.5,12,11,0,0,0
2595819,1,3,2,-2,6,6,4,1,1,0,0,0,0,0,2,1,1,3,1,1,2,1,2,5,2,1,0,0,0,1,0,1,1,70,12,9,4,12,4,1,1,1,3,1,1,15,4.9166259765625,1,12,16,16,16,0,0,0
2599119,0,6,1,1,2,5,3,1,1,0,0,0,0,0,2,1,2,2,1,1,2,1,2,1,2,1,0,0,0,1,0,1,1,55,9,9,7,9,4,1,1,1,3,1,1,23,0,1,12,12,12,13,0,1,0
2599767,0,5,1,2,1,7,3,1,0,0,0,0,0,1,1,1,1,1,2,1,3,1,1,5,2,3,0,0,0,2,0,1,1,76,9,9,4,9,2,1,1,1,1,1,0,21,0.166748046875,5,12,12,12,14,0,1,0
2599809,0,7,2,1,6,5,2,1,1,0,0,0,0,0,1,0,1,1,5,0,2,1,2,6,2,3,1,1,1,1,1,1,1,38,6,5,5,9,20,0,5,2,1,1,0,41,0.333251953125,1,9,12,10,12,0,0,0
2599885,0,5,1,2,6,4,3,4,1,0,0,0,0,0,2,0,1,1,5,1,1,1,1,7,1,3,1,1,2,2,1,1,1,55,12,10,1,9,2,0,4,3,3,1,0,28,0,1,13,12,16,14,0,1,0
2600775,1,5,3,1,5,1,3,1,1,0,0,0,0,0,2,0,1,1,5,1,3,3,3,1,2,2,0,0,0,1,0,1,1,21,9,14,4,9,5,0,1,1,2,1,0,10,0,1,20,12,12,13,0,0,1
2602081,1,7,-2,2,5,4,3,4,0,1,0,0,0,0,2,1,2,1,1,1,1,2,2,7,2,1,0,0,0,1,0,3,1,58,8,1,7,5,1,1,1,1,4,1,1,30,0,2,0,9,12,14,0,NA,1
2602801,1,2,1,2,4,3,3,1,1,0,0,0,0,0,1,1,1,2,1,1,1,1,3,1,2,1,0,0,0,2,0,1,1,45,12,9,3,9,6,1,1,1,3,1,1,22,0.166748046875,1,12,12,16,13,0,1,1
2602987,0,6,1,1,2,4,4,2,0,1,0,0,0,0,2,1,2,4,5,1,3,1,2,1,2,3,0,0,0,1,0,1,2,49,12,9,4,9,15,0,1,1,1,2,0,27,0.916748046875,2,12,12,16,16,0,1,1
2603029,1,7,1,2,4,3,2,4,1,1,0,0,0,0,2,0,1,1,1,1,3,2,2,7,2,1,0,0,0,1,0,2,1,36,9,4,4,5,4,1,1,1,3,1,1,16,0,2,7.5,9,12,12,0,1,1
2605123,1,1,1,2,2,3,4,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,2,1,34,13,13,1,10,0,1,1,1,1,1,1,26,0.1666259765625,1,17,13,17,17,0,1,0
2605593,0,5,1,2,3,4,3,2,0,1,0,0,0,0,1,1,1,1,4,0,1,2,1,6,2,1,0,0,0,2,0,1,2,60,11,9,5,10,10,1,1,1,3,2,1,29,0.5,2,12,13,14,13,0,1,0
2605985,1,6,1,2,5,2,4,1,1,0,0,0,0,0,1,0,3,3,6,1,2,2,2,1,2,1,0,0,0,2,0,1,1,27,12,8,4,9,5,1,1,1,1,1,1,23,3,1,12,12,16,16,0,1,0
2606759,1,1,-2,2,2,7,4,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,5,2,1,0,0,0,2,0,1,1,78,10,10,1,8,0,1,1,1,1,1,1,27,0.25,1,13,12,13,16,0,NA,0
2606945,0,6,1,2,4,6,4,1,1,0,0,0,0,0,1,1,1,4,6,1,3,1,2,5,1,3,1,1,1,1,1,1,1,55,10,9,7,9,1,0,4,2,1,1,0,56,12,1,12,12,13,17,0,1,0
2607329,1,7,2,1,1,6,1,2,0,1,0,0,0,0,1,1,1,1,1,0,3,1,3,5,2,1,0,0,0,2,0,1,2,57,9,9,7,3,5,1,1,1,1,1,1,37,0,2,12,5.5,12,9,0,0,0
2607939,0,6,1,2,4,3,2,4,1,0,0,0,0,0,2,1,1,1,5,1,4,1,3,1,2,3,0,0,0,1,0,1,1,37,9,9,3,9,6,0,1,1,3,2,0,33,0.4166259765625,1,12,12,12,12,0,1,1
2611269,1,4,2,2,6,4,2,1,1,0,0,0,0,0,2,1,1,1,3,0,2,1,1,1,2,1,0,0,0,1,0,1,1,60,10,9,4,9,0,3,1,1,3,1,1,49,0.916748046875,1,12,12,13,12,0,0,0
2613043,1,6,1,-2,5,2,4,1,1,0,0,0,0,0,2,1,2,3,5,1,3,1,1,1,1,2,1,0,0,1,2,1,4,29,14,14,6,12,2,0,2,4,3,1,0,16,4.6666259765625,1,20,16,20,17,0,1,0
2613965,1,7,-2,2,5,5,1,4,0,0,0,0,0,1,2,1,3,3,1,1,3,1,5,1,2,1,0,0,0,1,0,3,1,61,10,8,6,4,0,NA,1,1,1,1,1,33,0,5,12,7.5,13,7.5,0,NA,0
2614267,0,5,2,-2,6,5,2,1,1,0,0,0,0,0,2,1,1,1,1,0,3,1,2,5,2,1,0,0,0,1,0,1,1,66,9,4,4,8,0,1,1,1,2,1,1,32,0,1,7.5,12,12,12,0,0,0
2614657,1,5,1,2,4,5,2,1,1,0,0,0,0,0,1,1,2,2,1,1,2,2,2,6,2,1,0,0,0,2,0,1,1,59,9,9,4,9,0,1,1,1,3,1,1,21,0.0833740234375,1,12,12,12,12,0,1,0
2616203,0,5,1,-2,6,2,3,4,1,0,0,0,0,0,2,0,1,2,5,1,2,2,2,4,1,2,1,0,0,1,2,1,1,22,8,9,4,12,5,0,3,4,3,1,0,24,1,1,12,16,12,13,0,1,1
2616585,0,6,1,-2,6,4,2,1,1,0,0,0,0,0,1,1,4,1,3,0,1,1,2,1,2,2,0,0,0,2,0,3,1,42,9,8,5,11,2,1,1,1,1,1,0,48,0,1,12,14,12,12,0,1,1
2616879,1,6,1,-2,6,5,3,1,1,0,0,0,0,0,1,1,1,3,1,0,2,1,3,1,1,1,1,0,0,2,2,1,1,53,12,10,4,5,0,2,2,4,1,1,1,26,0,1,13,9,16,13,0,1,0
2622115,0,1,1,2,2,2,3,3,0,0,0,0,1,0,2,0,1,4,5,1,4,1,4,4,2,2,0,0,0,1,0,1,1,32,12,13,7,9,30,0,1,1,3,2,0,20,0,NA,17,12,16,13,0,1,1
2623465,1,7,1,2,5,5,4,1,1,0,0,0,0,0,2,1,1,4,1,1,3,1,4,1,2,1,0,0,0,1,0,1,1,59,12,11,7,13,0,1,2,1,3,1,1,25,0.083251953125,1,14,17,16,16,0,1,0
2623489,1,2,1,2,1,3,4,1,1,0,0,0,0,0,1,1,1,3,1,0,4,1,2,1,2,1,0,0,0,2,0,1,1,36,12,11,3,9,2,1,1,1,1,1,1,23,0,1,14,12,16,16,0,1,1
2624033,0,4,1,2,2,4,2,1,1,0,0,0,0,0,1,1,1,2,5,1,4,1,1,1,2,2,0,0,0,2,0,1,1,35,8,9,4,5,2,0,1,1,1,1,0,35,0.4166259765625,1,12,9,12,12,0,1,0
2624839,0,6,2,1,3,5,3,1,1,0,0,0,0,0,2,1,3,1,1,1,4,2,3,1,2,1,0,0,0,1,0,1,1,66,14,11,5,9,0,1,1,1,1,1,1,28,1.166748046875,1,14,12,20,13,0,0,0
2626179,0,1,1,2,2,5,2,1,1,0,0,0,0,0,2,1,4,1,3,1,1,1,1,6,2,3,0,0,0,1,0,1,1,63,10,9,4,9,3,1,1,1,3,1,0,22,18.166748046875,1,12,12,13,12,0,1,0
2626745,1,6,1,-2,4,2,3,1,1,0,0,0,0,0,1,1,2,2,6,1,2,2,2,1,2,1,0,0,0,2,0,1,1,25,10,10,4,13,6,1,1,1,3,1,1,21,1.4166259765625,1,13,17,13,13,0,1,1
2628133,1,7,1,-2,6,5,4,5,1,0,1,0,0,0,2,1,1,4,2,1,2,1,1,1,2,1,0,0,0,1,0,1,1,74,12,10,5,11,5,1,1,1,1,1,1,27,0,3,13,14,16,20,0,1,0
2629025,0,7,1,-2,4,5,4,3,0,0,0,1,0,0,2,1,1,4,1,1,4,1,4,1,2,3,0,0,0,1,0,1,1,64,12,10,4,9,4,1,1,1,3,1,0,28,0.1666259765625,4,13,12,16,16,0,1,0
2629423,0,6,1,2,3,2,4,4,1,0,0,0,0,0,1,0,2,1,3,1,4,2,1,1,1,2,1,1,1,1,1,1,1,30,10,10,7,10,1,1,5,2,2,1,0,33,0,1,13,13,13,16,1,1,0
2629427,1,5,2,1,2,5,4,1,1,0,0,0,0,0,1,1,1,2,1,1,4,1,2,1,2,1,0,0,0,2,0,1,4,57,10,4,4,9,4,2,1,1,4,1,1,54,0,1,7.5,12,13,16,0,0,0
2629823,1,5,1,2,6,3,2,1,1,0,0,0,0,0,1,1,1,1,6,1,3,2,2,6,2,2,0,0,0,2,0,1,1,35,9,7,4,9,0,0,1,1,4,1,0,29,0,1,11,12,12,12,1,1,0
2629899,0,NA,-2,NA,NA,3,4,1,1,0,0,0,0,0,1,1,1,3,5,1,3,1,2,1,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,NA,0
2630171,1,3,1,1,2,4,4,1,0,0,0,0,0,1,1,1,1,2,1,1,2,1,3,1,2,1,0,0,0,2,0,1,5,46,10,9,3,10,6,1,1,1,1,1,1,22,0.25,5,12,13,13,16,0,1,1
2630193,1,5,1,2,6,5,4,1,1,0,0,0,0,0,1,1,1,4,1,0,1,1,2,1,2,1,0,0,0,2,0,1,1,58,10,9,2,9,4,2,1,1,1,1,1,29,0.0833740234375,1,12,12,13,17,0,1,0
2630463,1,5,2,-2,6,6,3,1,1,0,0,0,0,0,2,1,1,3,1,1,3,1,2,5,2,1,0,0,0,1,0,1,1,72,7,9,5,10,0,1,1,1,4,1,1,20,0,1,12,13,11,13,0,0,0
2630805,1,6,1,2,5,6,3,4,0,0,1,0,0,0,1,1,1,3,1,1,4,1,2,3,2,1,0,0,0,2,0,1,1,66,9,9,5,9,3,2,1,1,1,1,1,39,1.1666259765625,3,12,12,12,13,0,1,0
2634225,1,3,1,2,5,5,3,5,0,1,1,0,0,0,1,1,1,4,1,1,1,1,3,5,2,1,0,0,0,2,0,1,1,61,11,9,4,12,0,2,1,1,3,1,1,28,0,3,12,16,14,13,0,1,0
2634927,0,1,1,1,2,3,4,1,1,0,0,0,0,0,2,1,1,2,1,1,2,1,2,1,2,1,0,0,0,1,0,1,1,42,11,9,3,13,3,1,1,1,3,1,1,21,0.083251953125,1,12,17,14,16,0,1,1
2634995,1,1,1,2,4,3,4,2,0,1,0,0,0,0,1,1,1,4,1,1,1,1,2,1,2,1,0,0,0,2,0,1,1,36,13,12,7,13,2,1,1,1,1,1,1,18,0.5833740234375,2,16,17,17,17,0,1,1
2635321,1,7,1,2,5,2,4,4,1,0,1,0,0,0,1,1,1,3,1,1,2,1,2,1,2,1,0,0,0,2,0,1,1,33,14,12,7,13,1,1,1,1,1,1,1,19,0.1666259765625,3,16,17,20,17,0,1,1
2635991,0,7,1,2,5,5,1,4,0,0,0,0,0,1,2,1,3,1,5,1,2,2,2,1,2,3,0,0,0,1,0,2,5,51,5,1,4,1,1,0,1,1,2,1,0,42,0.0833740234375,5,0,0,9,7.5,0,1,0
2636471,1,3,1,2,2,7,4,1,1,0,0,0,0,0,2,1,1,2,1,0,1,1,2,2,2,1,0,0,0,1,0,1,1,78,12,9,3,3,0,1,1,1,3,1,1,26,0.083251953125,1,12,5.5,16,17,0,1,0
2637675,0,5,3,1,2,2,2,2,0,1,0,0,0,0,1,0,2,3,1,1,3,1,2,1,2,1,0,0,0,2,0,1,2,37,12,9,7,9,0,1,1,1,3,1,1,26,0.083251953125,2,12,12,16,12,0,0,0
2638587,1,2,1,2,5,2,4,1,1,0,0,0,0,0,2,1,3,2,6,1,3,2,2,1,2,1,0,0,0,1,0,1,1,26,12,12,3,12,3,1,1,1,2,1,1,18,3.5833740234375,1,16,16,16,16,0,1,0
2638829,1,2,1,2,5,5,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,56,8,4,4,9,0,1,1,1,1,1,1,20,0,1,7.5,12,12,11,0,1,0
2641193,1,1,1,2,2,5,3,1,1,0,0,0,0,0,2,1,1,3,1,1,2,1,2,1,2,1,0,0,0,1,0,2,1,65,12,9,1,9,5,1,1,1,3,1,1,18,0.0833740234375,1,12,12,16,13,0,1,0
2641849,1,6,1,2,2,3,4,1,1,0,0,0,0,0,2,1,1,3,1,1,3,1,2,2,2,1,0,0,0,1,0,1,1,42,12,9,4,2,0,1,1,1,3,1,1,17,0.25,1,12,2.5,16,16,0,1,1
2642425,1,7,1,-2,5,4,4,1,1,0,0,0,0,0,1,1,3,4,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,46,12,3,4,12,0,2,5,2,1,2,1,40,0,1,5.5,16,16,16,0,1,0
2642837,1,3,1,1,6,6,2,1,1,0,0,0,0,0,2,1,1,1,1,1,4,1,2,1,2,1,0,0,0,1,0,1,1,76,9,6,3,6,0,3,1,1,2,1,1,29,0,1,10,10,12,12,0,1,0
2642961,1,7,1,-2,4,3,4,1,1,0,0,0,0,0,2,1,3,4,1,1,1,2,2,1,2,1,0,0,0,1,0,1,1,45,13,0,0,9,NA,1,1,1,0,0,1,30,0.5833740234375,1,NA,12,17,16,1,1,1
2643123,1,7,1,2,6,5,1,4,1,0,0,0,0,0,2,1,1,2,1,1,2,1,2,5,2,1,0,0,0,1,0,2,5,52,10,0,5,3,4,2,1,1,3,1,1,31,1.8333740234375,1,NA,5.5,13,10,0,1,0
2644371,1,2,1,1,4,6,3,1,1,0,0,0,0,0,2,1,1,2,1,0,2,1,2,5,2,1,0,0,0,1,0,1,1,79,9,9,2,9,4,1,1,1,2,1,1,16,2,1,12,12,12,13,0,1,0
2644413,0,3,1,1,3,2,4,1,1,0,0,0,0,0,1,1,3,2,5,0,3,2,1,1,1,2,1,1,1,1,1,1,4,30,12,12,4,9,3,0,4,4,3,2,0,27,1.4166259765625,1,16,12,16,17,1,1,0
2645161,1,5,1,2,4,6,4,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,2,2,1,0,0,0,2,0,1,1,65,9,9,3,5,0,1,1,1,1,1,1,24,0.166748046875,1,12,9,12,16,0,1,0
2645947,0,3,1,2,4,4,4,1,1,0,0,0,0,0,1,1,3,1,4,0,2,2,2,1,2,3,0,0,0,2,0,1,1,48,11,12,3,8,2,1,1,1,1,1,0,29,4.1666259765625,1,16,12,14,16,0,1,0
2645965,1,6,2,-2,1,4,1,1,1,0,0,0,0,0,1,0,3,1,1,1,1,2,2,1,2,1,0,0,0,2,0,1,1,45,8,7,4,3,20,1,1,1,1,1,1,18,0,1,11,5.5,12,12,0,0,1
2646953,1,1,1,2,2,4,4,4,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,51,13,8,1,9,1,3,1,1,3,1,1,40,NA,1,12,12,17,16,0,1,0
2647673,0,7,1,2,6,7,4,2,0,1,0,0,0,0,2,1,1,3,2,1,2,1,1,5,2,3,0,0,0,1,2,1,1,78,10,9,7,8,5,2,1,1,2,1,0,62,NA,2,12,12,13,17,0,1,0
2647841,1,1,3,2,3,5,3,1,1,0,0,0,0,0,2,1,1,1,1,0,3,1,1,2,2,1,0,0,0,1,0,2,1,60,10,9,0,10,1,1,1,1,3,1,1,20,0,1,12,13,13,13,0,0,0
2648857,0,7,1,2,6,2,1,1,1,0,0,0,0,0,2,0,1,2,5,1,2,1,3,7,2,3,1,1,2,2,1,1,1,26,9,12,4,9,0,0,4,4,1,1,0,23,1.083251953125,1,16,12,12,12,1,1,0
2649847,1,1,1,2,5,5,2,1,1,0,0,0,0,0,2,1,1,3,1,0,2,1,2,1,2,1,0,0,0,1,0,1,1,59,9,7,4,8,0,1,1,1,3,1,1,16,0.1666259765625,1,11,12,12,12,0,1,0
2652193,1,3,1,1,4,6,2,2,0,1,0,0,0,0,1,1,1,2,1,1,1,1,2,5,2,1,0,0,0,2,0,1,1,61,11,11,1,9,4,2,1,1,3,1,1,41,0.5833740234375,2,14,12,14,12,0,1,0
2654369,1,5,1,2,2,4,4,1,1,0,0,0,0,0,1,1,2,4,5,1,4,1,1,1,1,2,1,1,1,1,1,2,5,28,11,1,4,10,4,0,5,2,1,1,0,45,1.4166259765625,1,0,13,14,17,1,1,0
2656113,1,5,1,2,5,4,2,1,1,0,0,0,0,0,1,1,2,2,1,1,1,2,1,1,2,1,0,0,0,2,0,1,1,49,10,9,6,9,0,2,1,1,1,1,1,50,0,1,12,12,13,12,1,1,0
2656603,1,7,1,-2,6,4,4,1,1,0,0,0,0,0,1,1,1,3,3,1,2,1,2,1,1,2,1,1,1,1,1,1,1,36,11,12,7,10,0,1,5,2,3,1,0,39,0,1,16,13,14,17,1,1,1
2656651,1,1,1,1,2,4,4,3,0,0,0,1,0,0,2,0,2,3,1,1,4,3,2,1,2,1,0,0,0,1,0,1,1,47,12,9,1,9,4,1,1,1,1,1,1,22,5.916748046875,4,12,12,16,16,0,1,1
2658259,1,1,2,1,1,4,4,4,0,0,0,0,0,1,1,1,1,2,1,1,4,1,2,1,2,1,0,0,0,2,0,2,0,50,7,2,5,2,2,1,1,1,1,1,1,9,9.416748046875,5,2.5,2.5,11,17,0,0,0
2658325,1,2,1,-2,5,5,3,1,1,0,0,0,0,0,1,1,1,4,3,1,3,1,2,2,2,2,0,0,0,2,0,1,1,65,11,10,1,9,0,1,1,1,2,1,0,33,0.5,1,13,12,14,13,0,1,0
2658787,1,5,2,-2,6,4,4,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,56,11,9,4,13,0,1,4,4,3,1,1,33,0,1,12,17,14,20,1,0,0
2658923,1,1,1,2,5,4,3,3,0,0,0,1,0,0,1,1,1,4,1,1,4,1,2,1,2,1,0,0,0,2,0,1,1,53,13,9,4,1,2,2,1,1,1,1,1,28,0.333251953125,4,12,0,17,14,0,1,0
2658993,1,3,1,2,6,3,2,1,1,0,0,0,0,0,2,1,4,3,1,1,3,1,2,1,2,1,0,0,0,1,0,1,1,37,9,5,4,10,10,1,1,1,1,1,1,18,7.666748046875,1,9,13,12,12,0,1,1
2663133,0,6,1,2,5,6,4,4,1,0,0,0,0,0,1,1,3,3,5,1,3,2,1,5,1,3,1,1,1,1,1,2,1,51,9,3,4,1,3,0,5,2,1,1,0,33,1,1,5.5,0,12,17,0,1,0
2663897,1,7,1,-2,4,4,3,4,0,0,1,1,1,1,2,1,2,1,6,1,3,2,1,6,1,2,1,1,2,2,1,1,1,38,11,1,7,12,0,0,5,3,2,1,0,36,0.0833740234375,4,0,16,14,14,1,1,0
2664605,0,2,1,2,3,4,2,1,1,0,0,0,0,0,2,1,1,4,1,1,1,1,2,1,2,2,0,0,0,1,0,1,1,52,12,11,1,9,1,3,1,1,3,2,0,51,0,1,14,12,16,12,1,1,1
2664905,0,NA,-2,NA,NA,1,3,5,1,0,0,1,0,0,1,0,1,3,5,1,3,1,4,7,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,13,NA,NA,0
2664913,1,3,1,2,4,6,2,1,1,0,0,0,0,0,1,1,1,3,1,1,4,1,2,1,2,1,0,0,0,2,0,1,1,64,9,9,3,9,0,1,1,1,3,1,1,18,0,1,12,12,12,12,0,1,0
2666253,0,5,2,-2,6,3,3,1,1,0,0,0,0,0,1,0,1,3,5,1,1,1,3,1,2,3,0,0,0,2,0,1,1,32,11,10,4,11,4,0,1,1,2,1,0,17,0.4166259765625,1,13,14,14,13,1,0,0
2669515,1,7,1,-2,6,3,3,1,1,0,0,0,0,0,1,1,1,2,1,1,2,1,2,1,2,1,0,0,0,2,0,1,1,34,10,7,7,10,3,1,NA,1,1,1,1,28,0,1,11,13,13,13,1,1,0
2669961,0,2,3,1,2,5,3,3,0,0,0,1,0,0,1,1,1,2,3,1,4,1,2,1,2,3,0,0,0,2,0,1,4,48,9,1,4,9,6,1,1,5,3,1,0,36,0,4,0,12,12,13,0,0,0
2673921,1,1,1,-2,6,5,4,5,1,0,1,0,0,0,2,1,1,4,1,1,4,1,3,2,2,1,0,0,0,1,0,2,3,55,13,9,1,10,0,1,1,1,3,1,1,17,0.333251953125,3,12,13,17,17,0,1,0
2674295,0,7,1,1,4,3,4,2,0,1,0,0,0,0,1,1,2,1,3,1,3,2,1,1,2,2,0,0,0,2,0,1,2,28,10,9,5,11,0,1,1,1,1,2,0,33,1.583251953125,2,12,14,13,16,0,1,0
2674793,0,7,1,-2,6,3,4,1,1,0,0,0,0,0,1,1,1,3,5,0,2,1,1,1,1,3,1,1,1,1,1,1,1,24,9,9,7,9,6,1,5,2,1,2,0,34,1.0833740234375,1,12,12,12,20,0,1,0
2675037,0,NA,-2,NA,NA,1,2,4,0,0,0,0,0,1,1,1,1,1,6,1,3,2,2,4,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,12,NA,NA,0
2675803,0,6,1,2,6,5,4,1,1,0,0,0,0,0,2,1,1,2,2,1,3,1,3,4,2,3,0,0,0,1,0,1,1,60,12,9,7,9,8,2,1,1,2,1,0,38,0,1,12,12,16,20,0,1,0
2677369,1,5,1,-2,6,2,4,1,1,0,0,0,0,0,2,1,3,3,1,1,4,2,2,1,1,1,1,0,0,1,2,1,1,27,12,12,5,12,0,1,2,4,3,1,1,18,0.0833740234375,1,16,16,16,16,0,1,0
2678879,1,7,1,-2,3,4,3,2,0,1,0,0,0,0,1,1,1,3,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,42,8,9,5,3,1,1,1,1,1,1,1,28,1.5,2,12,5.5,12,14,0,1,1
2679207,1,1,1,-2,5,4,3,1,1,0,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,1,49,10,9,3,9,3,1,1,1,3,1,1,20,1.166748046875,1,12,12,13,14,0,1,0
2679531,1,3,1,2,6,5,3,1,1,0,0,0,0,0,2,1,1,4,1,1,4,1,2,5,2,1,0,0,0,1,0,1,1,63,11,8,3,8,0,1,1,1,3,1,1,24,1.25,1,12,12,14,13,0,1,0
2681309,0,6,-2,2,6,6,1,4,1,0,0,0,0,0,1,0,1,1,3,0,3,1,3,5,2,3,0,0,0,2,0,2,1,81,2,1,5,1,1,1,1,1,1,1,0,15,1.9166259765625,1,0,0,2.5,0,0,NA,0
2681949,1,5,1,-2,3,7,4,1,1,0,0,0,0,0,1,1,1,4,1,1,1,1,2,1,2,1,0,0,0,2,0,1,1,71,12,9,7,9,8,1,1,1,4,1,1,28,0.0833740234375,1,12,12,16,16,0,1,0
2682019,1,2,1,2,6,5,2,4,1,0,0,0,0,0,2,1,1,4,1,1,3,1,3,1,2,1,0,0,0,1,0,1,1,59,11,12,1,9,10,1,1,1,3,1,1,21,0.833251953125,1,16,12,14,12,0,1,0
2682197,1,6,1,-2,5,2,2,1,1,0,0,0,0,0,2,1,2,1,6,0,1,2,2,1,2,2,0,0,0,1,0,1,1,23,9,9,4,7,5,0,1,1,1,1,0,26,0.25,1,12,11,12,12,0,1,1
2682321,1,1,1,1,3,1,2,1,1,0,0,0,0,0,2,0,2,1,6,1,4,2,3,4,2,2,0,0,0,1,0,1,1,27,9,9,1,10,2,0,1,1,3,1,0,16,0.8333740234375,1,12,13,12,12,0,1,1
2683473,0,7,-2,2,5,2,1,4,0,0,0,0,0,1,2,0,3,1,5,1,1,2,2,3,1,2,1,1,2,2,1,3,5,29,6,6,5,6,3,0,4,4,4,2,0,32,0,5,10,10,10,12,1,NA,0
2684117,1,5,2,1,6,5,1,1,1,0,0,0,0,0,1,1,3,1,1,0,3,2,2,5,2,1,0,0,0,2,0,1,1,60,10,9,5,9,0,3,1,1,2,1,1,37,0.75,1,12,12,13,12,0,0,0
2684625,0,1,1,2,6,1,2,1,1,0,0,0,0,0,2,0,3,4,5,1,3,2,4,4,2,3,1,0,0,1,0,5,5,22,9,9,2,10,3,0,3,4,2,1,0,20,0,1,12,13,12,12,1,1,0
2686295,1,1,1,1,2,5,4,1,1,0,0,0,0,0,1,1,1,3,1,1,4,1,3,1,2,1,1,0,0,2,2,1,1,53,12,9,1,9,0,1,3,4,1,1,1,24,0,1,12,12,16,17,0,1,1
2686395,1,6,1,-2,3,3,4,2,0,1,0,0,0,0,1,1,1,4,1,1,3,1,2,1,2,1,0,0,0,2,0,1,2,44,13,9,5,10,0,1,1,1,3,1,1,22,0.0833740234375,2,12,13,17,17,0,1,1
2686427,1,5,2,1,5,6,1,1,1,0,0,0,0,0,1,1,3,1,1,0,3,1,2,5,2,1,0,0,0,2,0,1,1,63,6,3,4,4,3,2,1,1,1,1,1,46,0.3333740234375,1,5.5,7.5,10,7.5,0,0,0
2686671,0,6,1,2,2,1,2,1,1,0,0,0,0,0,1,0,1,2,5,0,3,1,2,1,2,2,0,0,0,2,0,1,1,24,9,9,5,9,4,0,1,1,1,1,0,19,1.083251953125,1,12,12,12,12,0,1,1
